County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Xos MDXT,Xos SV,Grand Total
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,18.0
Karnes,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,24.0
Kaufman,,,1.0,,1.0,2.0,3.0,,6.0,,4.0,2.0,1.0,7.0,13.0,1.0,,5.0,1.0,4.0,4.0,5.0,,,2.0,2.0,,,,,,2.0,15.0,7.0,19.0,22.0,,,23.0,14.0,,1.0,,,2.0,,1.0,7.0,3.0,4.0,17.0,,15.0,60.0,,,,,1.0,1.0,,2.0,1.0,,,,3.0,5.0,12.0,,,1.0,,2.0,,,,,3.0,13.0,46.0,1.0,14.0,5.0,5.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,4.0,1.0,,1.0,5.0,,,1.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,,,2.0,,,12.0,16.0,,,,5.0,,1.0,4.0,,,86.0,2.0,4.0,,,,,,,5.0,7.0,297.0,54.0,22.0,289.0,,,3.0,2.0,14.0,,3.0,,20.0,,,2.0,1.0,6.0,,1.0,,7.0,,,,1291.0
Kendall,1.0,,1.0,,,4.0,4.0,,8.0,2.0,6.0,5.0,1.0,3.0,10.0,3.0,1.0,16.0,,2.0,5.0,8.0,3.0,1.0,1.0,4.0,,,,,,,18.0,4.0,7.0,13.0,,,9.0,6.0,,,,,,,,3.0,1.0,4.0,19.0,,6.0,19.0,,,,,5.0,1.0,,1.0,1.0,,,,3.0,10.0,4.0,,,2.0,,,1.0,,,,,4.0,20.0,,5.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,2.0,1.0,4.0,5.0,1.0,2.0,2.0,,,,,,,2.0,1.0,,,4.0,7.0,,,,3.0,,1.0,,,4.0,,14.0,8.0,,,,,,1.0,2.0,14.0,150.0,60.0,46.0,190.0,1.0,,4.0,2.0,8.0,,6.0,,12.0,1.0,1.0,,1.0,,,7.0,2.0,4.0,,,,843.0
Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Kerr,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,3.0,,,2.0,,,,1.0,,,,,,,,5.0,2.0,3.0,7.0,,,12.0,5.0,,,,,,1.0,,9.0,,2.0,4.0,1.0,1.0,13.0,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,1.0,5.0,,,,,,,2.0,3.0,,1.0,,,,4.0,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,1.0,6.0,,,,,,2.0,,,2.0,,,1.0,,,1.0,,,,,3.0,38.0,11.0,7.0,28.0,,,,1.0,11.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,225.0
Kimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,3.0
Kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Kleberg,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,4.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,7.0,3.0,2.0,15.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,62.0
Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Lamar,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,2.0,,,3.0,2.0,,,,,,,,1.0,,1.0,2.0,2.0,4.0,8.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,5.0,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,15.0,12.0,2.0,14.0,,,1.0,,2.0,,1.0,,,,,,,,,,,2.0,,,,106.0
Lamb,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,16.0
Lampasas,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,1.0,,,2.0,,5.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,6.0,,2.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,2.0,15.0,1.0,2.0,16.0,,,,,2.0,,1.0,,1.0,,,,,,,,1.0,,,,,82.0
Lasalle,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0
Lavaca,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,1.0,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,28.0
Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,1.0,,,,,,,,1.0,,2.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,2.0,,9.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,43.0
Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,22.0
Liberty,,,,,,,,,,,2.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,3.0,6.0,,,4.0,3.0,,,,,,,,,1.0,1.0,2.0,,6.0,7.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,2.0,10.0,,2.0,3.0,3.0,2.0,,,,1.0,,,,,,,,,1.0,,,,,2.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,35.0,8.0,3.0,25.0,,,,3.0,3.0,,1.0,,1.0,,,,,,,,,1.0,,,,162.0
Limestone,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,3.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,33.0
Lipscomb,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0
Live Oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,14.0
Llano,,,,,,,,,1.0,,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,4.0,,1.0,2.0,,,2.0,3.0,,,,,,,,3.0,,1.0,5.0,,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,6.0,,3.0,2.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,4.0,,4.0,2.0,,2.0,,4.0,,,,,,,,1.0,6.0,16.0,28.0,9.0,24.0,,,,,3.0,,1.0,,,,,,,,,2.0,1.0,1.0,,,,164.0
Loving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Lubbock,,1.0,,,,1.0,5.0,,8.0,,7.0,6.0,1.0,6.0,9.0,,9.0,7.0,1.0,3.0,4.0,7.0,3.0,1.0,3.0,4.0,,,,,,,5.0,4.0,7.0,12.0,,,32.0,20.0,,1.0,4.0,,1.0,,,5.0,2.0,2.0,15.0,,21.0,28.0,,,,2.0,4.0,1.0,,,,,,,10.0,3.0,2.0,,,,1.0,1.0,2.0,,,1.0,,18.0,45.0,,11.0,3.0,7.0,4.0,,1.0,,1.0,,4.0,1.0,,9.0,1.0,,,15.0,1.0,,,1.0,4.0,1.0,4.0,4.0,,1.0,3.0,,,,,,3.0,3.0,2.0,,,25.0,25.0,1.0,,,3.0,,6.0,2.0,,2.0,,6.0,5.0,,,2.0,,,,,14.0,222.0,53.0,40.0,144.0,,,5.0,2.0,21.0,,15.0,,5.0,1.0,1.0,2.0,,,,2.0,19.0,29.0,,,,1071.0
Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,1.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,16.0
Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,20.0
Marion,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,21.0
Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
Mason,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,13.0
Matagorda,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,2.0,1.0,,,,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,11.0,1.0,,6.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,50.0
Maverick,,,,,,,,,,,,1.0,,,2.0,,,2.0,,,,1.0,,,2.0,1.0,,,,,,,,,3.0,,,,6.0,4.0,,,,,,,,,,,3.0,,3.0,3.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,6.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,22.0,6.0,1.0,16.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,97.0
McCulloch,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,10.0
McLennan,,2.0,,,,,,,,,1.0,3.0,,6.0,5.0,,,6.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,1.0,,,,,,,8.0,2.0,12.0,35.0,,3.0,27.0,24.0,,,,,1.0,,,6.0,1.0,11.0,28.0,3.0,25.0,44.0,,,,1.0,5.0,3.0,,1.0,,,,,5.0,6.0,3.0,,2.0,,,2.0,,,,,1.0,14.0,30.0,,23.0,5.0,5.0,8.0,,3.0,2.0,2.0,,5.0,1.0,1.0,5.0,2.0,,2.0,6.0,,,,,2.0,1.0,3.0,1.0,,,,,,,,,2.0,,3.0,4.0,,13.0,28.0,,,,3.0,,2.0,2.0,,1.0,,13.0,6.0,,,,,,,6.0,12.0,239.0,58.0,29.0,201.0,,,2.0,3.0,19.0,,9.0,,17.0,3.0,,,,,,1.0,5.0,6.0,,,,1108.0
Medina,1.0,,,,,1.0,3.0,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,3.0,5.0,7.0,9.0,,,14.0,7.0,,,,,1.0,,,1.0,,,5.0,,11.0,11.0,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,4.0,8.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,52.0,19.0,5.0,48.0,,,1.0,,4.0,,3.0,,,,,,,,,,,1.0,,,,256.0
Menard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Midland,,,,,,,2.0,,,,,,,4.0,7.0,2.0,2.0,15.0,7.0,1.0,,4.0,5.0,,1.0,2.0,,,,,,,5.0,1.0,3.0,5.0,,1.0,7.0,11.0,,,,,,,,1.0,2.0,1.0,27.0,,5.0,17.0,,,,,3.0,5.0,,,,,,,1.0,,2.0,,,1.0,,2.0,,,,,,12.0,25.0,2.0,2.0,,,1.0,,2.0,,1.0,,3.0,,1.0,8.0,2.0,,5.0,3.0,,,,1.0,,1.0,1.0,3.0,,,1.0,,,,,,,,2.0,,,2.0,1.0,,,,,,,1.0,,1.0,,2.0,4.0,,,1.0,,,,1.0,6.0,89.0,22.0,17.0,56.0,,,3.0,3.0,7.0,,6.0,,2.0,,,1.0,,,,1.0,4.0,6.0,,,,464.0
Milam,,,,,,,,,,,,,,,1.0,,,2.0,,,2.0,,,,,,,,,,,1.0,,,1.0,3.0,,,2.0,4.0,,,,,,,,1.0,,,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,11.0,1.0,1.0,6.0,,,,,2.0,,1.0,,3.0,,,,,,,,,,,,,62.0
Mills,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,1.0,,9.0,,1.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,7.0,,3.0,,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,1.0,,,,,,,,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,50.0
Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Montague,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,6.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,39.0
Montgomery,21.0,2.0,2.0,,4.0,18.0,25.0,,14.0,1.0,35.0,13.0,13.0,59.0,67.0,3.0,12.0,67.0,10.0,15.0,28.0,70.0,11.0,4.0,13.0,32.0,,,1.0,,,6.0,72.0,9.0,43.0,69.0,14.0,2.0,107.0,132.0,,1.0,,1.0,8.0,2.0,7.0,25.0,6.0,17.0,88.0,2.0,68.0,198.0,,,,5.0,16.0,21.0,,7.0,2.0,,,,17.0,55.0,29.0,,4.0,10.0,5.0,6.0,2.0,,,,9.0,244.0,345.0,1.0,79.0,16.0,33.0,14.0,4.0,8.0,,9.0,6.0,8.0,12.0,,18.0,5.0,,23.0,27.0,,,3.0,1.0,31.0,11.0,42.0,62.0,4.0,7.0,21.0,2.0,1.0,,2.0,,10.0,18.0,17.0,,,24.0,87.0,,,,19.0,1.0,31.0,19.0,1.0,52.0,,70.0,62.0,3.0,,3.0,,,3.0,9.0,75.0,1641.0,452.0,276.0,1721.0,1.0,,17.0,8.0,73.0,1.0,43.0,,106.0,4.0,18.0,16.0,2.0,,,20.0,25.0,47.0,,,,7619.0
Moore,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,5.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,21.0
Morris,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,20.0
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Nacogdoches,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,8.0,1.0,,,,,,,,1.0,,1.0,1.0,,2.0,6.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,7.0,,2.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,4.0,,,,,,,1.0,2.0,20.0,8.0,3.0,22.0,,,,,5.0,,2.0,,1.0,,,,,,,,1.0,2.0,,,,121.0
Navarro,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,2.0,,2.0,4.0,,,1.0,3.0,,1.0,,,,,,2.0,,,3.0,,4.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,29.0,6.0,2.0,16.0,,,,,3.0,,2.0,,,,,,,,,,,1.0,,,,106.0
